county_x,staffed_all_beds,staffed_icu_beds,licensed_all_beds,all_bed_occupancy_rate,icu_bed_occupancy_rate,population,population_20,population_65,staffed_all_beds_[per_1000_people],staffed_all_beds_[per_1000_adults_20+],staffed_all_beds_[per_1000_elderly_65+],staffed_icu_beds_[per_1000_people],staffed_icu_beds_[per_1000_adults_20+],staffed_icu_beds_[per_1000_elderly_65+],licensed_all_beds_per_1000_people,licensed_all_beds_[per_1000_adults_20+],licensed_all_beds_[per_1000_elderly_65+],state,cases,deaths
Clay,17.0,0.0,25.0,0.64,0.0,7997.0,5961.0,1838.0,2.126,2.852,9.249,0.0,0.0,0.0,3.1260000000000003,4.194,13.602,Kansas,3.0,0.0
Clay,49.0,6.0,49.0,0.31,0.39,20105.0,15482.0,3065.0,2.437,3.165,15.987,0.298,0.38799999999999996,1.9580000000000002,2.437,3.165,15.987,Kentucky,1.0,0.0
Clay,694.0,172.0,874.0,0.59,0.68,246365.0,181634.0,34771.0,2.8169999999999997,3.821,19.959,0.698,0.9470000000000001,4.947,3.548,4.812,25.136,Missouri,61.0,1.0
Clay,49.0,6.0,49.0,0.4,0.14,19386.0,14559.0,3580.0,2.528,3.366,13.687000000000001,0.31,0.41200000000000003,1.676,2.528,3.366,13.687000000000001,Mississippi,27.0,2.0
Clay,25.0,0.0,25.0,0.29,0.0,14041.0,10328.0,1717.0,1.78,2.421,14.56,0.0,0.0,0.0,1.78,2.421,14.56,South Dakota,5.0,0.0
Clay,25.0,0.0,34.0,0.29,0.0,7717.0,6030.0,1877.0,3.24,4.146,13.319,0.0,0.0,0.0,4.406000000000001,5.638,18.114,Tennessee,5.0,0.0
Clay,25.0,0.0,25.0,0.06,0.0,10456.0,8144.0,2375.0,2.391,3.07,10.526,0.0,0.0,0.0,2.391,3.07,10.526,Texas,3.0,0.0
Clayton,551.0,34.0,638.0,0.69,0.66,289615.0,200830.0,26997.0,1.903,2.7439999999999998,20.41,0.11699999999999999,0.16899999999999998,1.2590000000000001,2.2030000000000003,3.177,23.631999999999998,Georgia,549.0,21.0
Clayton,25.0,0.0,50.0,0.12,0.0,17556.0,13494.0,4173.0,1.4240000000000002,1.8530000000000002,5.9910000000000005,0.0,0.0,0.0,2.8480000000000003,3.705,11.982000000000001,Iowa,8.0,1.0
Clearfield,241.0,27.0,266.0,0.55,0.66,79388.0,63462.0,16291.0,3.036,3.798,14.793,0.34,0.425,1.6569999999999998,3.3510000000000004,4.191,16.328,Pennsylvania,11.0,0.0
Clearwater,78.0,0.0,83.0,0.26,0.0,8758.0,7177.0,2389.0,8.906,10.868,32.65,0.0,0.0,0.0,9.477,11.565,34.743,,,
Clearwater,25.0,0.0,25.0,0.11,0.0,8810.0,6447.0,1782.0,2.838,3.878,14.029000000000002,0.0,0.0,0.0,2.838,3.878,14.029000000000002,Minnesota,2.0,0.0
Cleburne,0.0,0.0,25.0,0.0,0.0,24965.0,19785.0,6687.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001,1.264,3.739,Arkansas,71.0,4.0
Clermont,147.0,16.0,160.0,0.52,0.53,205466.0,153794.0,33533.0,0.715,0.956,4.3839999999999995,0.078,0.10400000000000001,0.47700000000000004,0.779,1.04,4.771,Ohio,73.0,2.0
Cleveland,320.0,57.0,403.0,0.4,0.7,97645.0,73571.0,18184.0,3.2769999999999997,4.35,17.598,0.584,0.775,3.135,4.127,5.478,22.162,North Carolina,45.0,2.0
Cleveland,532.0,80.0,802.0,0.63,0.44,281669.0,210750.0,37659.0,1.889,2.524,14.127,0.284,0.38,2.124,2.847,3.805,21.296,Oklahoma,372.0,24.0
Clinch,15.0,0.0,25.0,0.46,0.0,6648.0,4809.0,1077.0,2.256,3.1189999999999998,13.927999999999999,0.0,0.0,0.0,3.761,5.199,23.213,Georgia,7.0,0.0
Clinton,120.0,10.0,265.0,0.25,0.51,46518.0,34924.0,9160.0,2.58,3.4360000000000004,13.1,0.215,0.28600000000000003,1.092,5.697,7.587999999999999,28.93,Iowa,44.0,0.0
Clinton,46.0,0.0,70.0,0.28,0.0,37639.0,28909.0,6483.0,1.222,1.591,7.095,0.0,0.0,0.0,1.86,2.421,10.797,Illinois,49.0,0.0
Clinton,25.0,0.0,25.0,0.16,0.0,32250.0,23056.0,5379.0,0.775,1.084,4.648,0.0,0.0,0.0,0.775,1.084,4.648,Indiana,20.0,1.0
Clinton,38.0,0.0,42.0,0.21,0.0,10206.0,7710.0,1990.0,3.7230000000000003,4.928999999999999,19.095,0.0,0.0,0.0,4.115,5.447,21.105999999999998,Kentucky,2.0,0.0
Clinton,25.0,2.0,25.0,0.28,0.05,79332.0,59851.0,13442.0,0.315,0.418,1.86,0.025,0.033,0.149,0.315,0.418,1.86,Michigan,106.0,7.0
Clinton,34.0,5.0,58.0,0.6,0.54,20470.0,15227.0,3703.0,1.661,2.233,9.182,0.244,0.32799999999999996,1.35,2.833,3.8089999999999997,15.663,Missouri,11.0,0.0
Clinton,300.0,21.0,300.0,0.45,0.39,80695.0,63220.0,13764.0,3.718,4.745,21.796,0.26,0.332,1.526,3.718,4.745,21.796,New York,51.0,3.0
Clinton,75.0,6.0,165.0,0.38,0.66,42057.0,31175.0,7176.0,1.7830000000000001,2.406,10.452,0.14300000000000002,0.192,0.836,3.923,5.292999999999999,22.993000000000002,Ohio,26.0,0.0
Clinton,63.0,0.0,68.0,0.15,0.0,38684.0,29302.0,7232.0,1.629,2.15,8.711,0.0,0.0,0.0,1.758,2.3209999999999997,9.402999999999999,Pennsylvania,13.0,0.0
Cloud,22.0,0.0,25.0,0.21,0.0,8729.0,6432.0,1885.0,2.52,3.42,11.671,0.0,0.0,0.0,2.864,3.887,13.263,Kansas,3.0,0.0
Coahoma,181.0,10.0,181.0,0.17,0.42,22628.0,15809.0,3492.0,7.999,11.449000000000002,51.833,0.442,0.633,2.864,7.999,11.449000000000002,51.833,Mississippi,53.0,2.0
Coal,20.0,0.0,20.0,0.21,0.0,5520.0,4076.0,1121.0,3.623,4.907,17.840999999999998,0.0,0.0,0.0,3.623,4.907,17.840999999999998,,,
Cobb,1252.0,119.0,1355.0,0.78,0.83,756865.0,558978.0,92777.0,1.6540000000000001,2.24,13.495,0.157,0.213,1.2830000000000001,1.79,2.424,14.605,Georgia,1272.0,63.0
Cochise,135.0,12.0,160.0,0.37,0.29,126770.0,95796.0,28326.0,1.065,1.409,4.766,0.095,0.125,0.424,1.262,1.67,5.649,Arizona,31.0,0.0
Cochran,18.0,0.0,18.0,0.0,0.0,2836.0,1983.0,463.0,6.347,9.077,38.876999999999995,0.0,0.0,0.0,6.347,9.077,38.876999999999995,,,
Cocke,32.0,5.0,74.0,0.56,0.67,35774.0,27856.0,7536.0,0.895,1.149,4.246,0.14,0.179,0.6629999999999999,2.069,2.657,9.82,Tennessee,13.0,0.0
Coconino,356.0,41.0,378.0,0.53,0.49,142854.0,104361.0,17855.0,2.492,3.411,19.938,0.287,0.39299999999999996,2.296,2.6460000000000004,3.622,21.171,Arizona,353.0,35.0
Codington,81.0,8.0,81.0,0.3,0.24,28015.0,20682.0,4949.0,2.891,3.9160000000000004,16.367,0.28600000000000003,0.387,1.6159999999999999,2.891,3.9160000000000004,16.367,South Dakota,13.0,0.0
Coffee,99.0,7.0,131.0,0.28,0.34,51909.0,38476.0,8801.0,1.9069999999999998,2.573,11.249,0.135,0.182,0.795,2.524,3.405,14.885,Alabama,73.0,1.0
Coffee,86.0,10.0,88.0,0.56,0.69,43093.0,31362.0,5930.0,1.996,2.742,14.503,0.23199999999999998,0.319,1.686,2.042,2.806,14.84,Georgia,84.0,4.0
Coffee,123.0,13.0,184.0,0.38,0.53,55700.0,41114.0,9620.0,2.208,2.992,12.786,0.233,0.316,1.351,3.303,4.475,19.127,Tennessee,23.0,0.0
Coffey,25.0,0.0,25.0,0.19,0.0,8233.0,6266.0,1766.0,3.037,3.99,14.155999999999999,0.0,0.0,0.0,3.037,3.99,14.155999999999999,Kansas,47.0,6.0
Colbert,300.0,22.0,383.0,0.3,0.33,54762.0,42196.0,10914.0,5.478,7.11,27.488000000000003,0.402,0.521,2.016,6.994,9.077,35.093,Alabama,20.0,1.0
Cole,254.0,25.0,268.0,0.45,0.49,76796.0,57720.0,12734.0,3.307,4.401,19.947,0.326,0.433,1.963,3.49,4.643,21.046,Missouri,45.0,1.0
Coleman,25.0,0.0,25.0,0.32,0.0,8397.0,6447.0,2096.0,2.977,3.878,11.927,0.0,0.0,0.0,2.977,3.878,11.927,,,
Coles,82.0,9.0,149.0,0.63,0.0,50885.0,39280.0,8609.0,1.611,2.088,9.525,0.177,0.22899999999999998,1.045,2.928,3.793,17.307000000000002,Illinois,18.0,0.0
Colfax,25.0,0.0,25.0,0.04,0.0,10881.0,7381.0,1465.0,2.298,3.387,17.065,0.0,0.0,0.0,2.298,3.387,17.065,Nebraska,5.0,0.0
Colfax,25.0,4.0,25.0,0.25,0.22,12110.0,9695.0,3249.0,2.064,2.5789999999999997,7.695,0.33,0.413,1.2309999999999999,2.064,2.5789999999999997,7.695,New Mexico,5.0,0.0
Colleton,102.0,8.0,135.0,0.38,0.69,37660.0,28457.0,7595.0,2.708,3.5839999999999996,13.43,0.212,0.281,1.053,3.585,4.744,17.775,South Carolina,23.0,2.0
Collier,873.0,73.0,1295.0,0.67,0.42,378488.0,306793.0,121935.0,2.307,2.846,7.16,0.193,0.23800000000000002,0.599,3.4219999999999997,4.221,10.62,Florida,483.0,10.0
Collin,2145.0,195.0,2827.0,0.69,0.58,1005146.0,719640.0,110655.0,2.134,2.9810000000000003,19.385,0.19399999999999998,0.271,1.7619999999999998,2.813,3.928,25.548000000000002,Texas,584.0,14.0
Collingsworth,15.0,0.0,15.0,0.19,0.0,2962.0,2099.0,559.0,5.064,7.146,26.834,0.0,0.0,0.0,5.064,7.146,26.834,,,
Colorado,61.0,0.0,103.0,0.18,0.0,21217.0,15894.0,4698.0,2.875,3.838,12.984000000000002,0.0,0.0,0.0,4.855,6.48,21.924,Texas,9.0,0.0
Colquitt,94.0,10.0,158.0,0.63,0.74,45592.0,32581.0,7054.0,2.062,2.885,13.325999999999999,0.21899999999999997,0.307,1.4180000000000001,3.466,4.849,22.399,Georgia,158.0,6.0
Columbia,30.0,6.0,49.0,0.4,0.15,23537.0,17199.0,4101.0,1.275,1.744,7.315,0.255,0.349,1.463,2.082,2.8489999999999998,11.948,Arkansas,5.0,0.0
Columbia,456.0,27.0,468.0,0.5,0.56,70503.0,53519.0,13314.0,6.468,8.52,34.25,0.38299999999999995,0.504,2.028,6.638,8.745,35.150999999999996,Florida,42.0,0.0
Columbia,95.0,9.0,192.0,0.67,0.56,59916.0,48450.0,14255.0,1.5859999999999999,1.9609999999999999,6.664,0.15,0.18600000000000003,0.631,3.2039999999999997,3.963,13.469000000000001,New York,117.0,16.0
Columbia,143.0,22.0,166.0,0.13,0.26,65456.0,50696.0,12780.0,2.185,2.821,11.189,0.336,0.434,1.7209999999999999,2.536,3.2739999999999996,12.989,Pennsylvania,239.0,8.0
Columbia,25.0,0.0,62.0,0.73,0.0,4059.0,3227.0,1131.0,6.159,7.747000000000001,22.104,0.0,0.0,0.0,15.275,19.213,54.818999999999996,Washington,1.0,0.0
Columbia,68.0,10.0,98.0,0.34,0.24,57358.0,43961.0,10250.0,1.186,1.547,6.6339999999999995,0.174,0.22699999999999998,0.976,1.709,2.229,9.561,Wisconsin,27.0,1.0
Columbiana,219.0,20.0,331.0,0.4,0.41,102665.0,79742.0,21050.0,2.133,2.7460000000000004,10.404000000000002,0.195,0.251,0.95,3.2239999999999998,4.151,15.724,Ohio,195.0,16.0
Columbus,154.0,10.0,154.0,0.31,0.0,55655.0,42793.0,11191.0,2.767,3.5989999999999998,13.761,0.18,0.23399999999999999,0.894,2.767,3.5989999999999998,13.761,North Carolina,66.0,4.0
Colusa,42.0,6.0,48.0,0.21,0.34,21627.0,15136.0,3163.0,1.942,2.775,13.279000000000002,0.27699999999999997,0.396,1.8969999999999998,2.219,3.1710000000000003,15.175,California,3.0,0.0
Comal,192.0,16.0,340.0,0.55,0.44,148373.0,111429.0,26829.0,1.294,1.723,7.156000000000001,0.10800000000000001,0.14400000000000002,0.596,2.292,3.051,12.673,Texas,47.0,6.0
Comanche,12.0,0.0,12.0,0.2,0.0,1748.0,1294.0,447.0,6.865,9.274,26.846,0.0,0.0,0.0,6.865,9.274,26.846,,,
Comanche,365.0,67.0,550.0,0.5,0.64,120422.0,87826.0,15192.0,3.031,4.156000000000001,24.026,0.556,0.763,4.41,4.567,6.2620000000000005,36.203,Oklahoma,71.0,1.0
Comanche,25.0,0.0,25.0,0.29,0.0,13534.0,10231.0,3289.0,1.847,2.444,7.601,0.0,0.0,0.0,1.847,2.444,7.601,Texas,3.0,0.0
Concho,16.0,0.0,16.0,0.06,0.0,4276.0,3706.0,756.0,3.742,4.317,21.164,0.0,0.0,0.0,3.742,4.317,21.164,Texas,1.0,0.0
Concordia,65.0,5.0,65.0,0.61,0.12,19572.0,14431.0,3379.0,3.321,4.504,19.236,0.255,0.34600000000000003,1.48,3.321,4.504,19.236,Louisiana,27.0,2.0
Conecuh,44.0,0.0,58.0,0.29,0.0,12277.0,9476.0,2762.0,3.5839999999999996,4.643,15.93,0.0,0.0,0.0,4.724,6.121,20.999000000000002,Alabama,9.0,0.0
Conejos,17.0,0.0,17.0,0.17,0.0,8200.0,5834.0,1582.0,2.073,2.9139999999999997,10.745999999999999,0.0,0.0,0.0,2.073,2.9139999999999997,10.745999999999999,,,
Contra Costa,1636.0,163.0,1760.0,0.56,0.6,1150215.0,864047.0,181443.0,1.422,1.893,9.017000000000001,0.142,0.18899999999999997,0.898,1.53,2.037,9.7,California,763.0,22.0
Converse,25.0,0.0,25.0,0.31,0.0,13640.0,9972.0,2267.0,1.8330000000000002,2.5069999999999997,11.027999999999999,0.0,0.0,0.0,1.8330000000000002,2.5069999999999997,11.027999999999999,Wyoming,10.0,0.0
Conway,25.0,0.0,25.0,0.31,0.0,20891.0,15770.0,4095.0,1.197,1.585,6.105,0.0,0.0,0.0,1.197,1.585,6.105,Arkansas,7.0,1.0
Cook,33.0,0.0,60.0,0.08,0.0,17162.0,12458.0,2839.0,1.923,2.6489999999999996,11.624,0.0,0.0,0.0,3.4960000000000004,4.816,21.134,Georgia,15.0,1.0
Cook,15073.0,1654.0,20321.0,0.62,0.58,5180493.0,3928914.0,758167.0,2.91,3.8360000000000003,19.881,0.319,0.42100000000000004,2.182,3.923,5.172000000000001,26.803,Illinois,24546.0,1072.0
Cook,16.0,0.0,16.0,0.2,0.0,5393.0,4463.0,1540.0,2.967,3.585,10.39,0.0,0.0,0.0,2.967,3.585,10.39,,,
Cooke,54.0,5.0,78.0,0.38,0.49,40574.0,29978.0,7520.0,1.331,1.801,7.181,0.12300000000000001,0.16699999999999998,0.665,1.922,2.602,10.372,Texas,4.0,0.0
Cooper,46.0,0.0,70.0,0.1,0.0,17603.0,13413.0,3155.0,2.613,3.43,14.58,0.0,0.0,0.0,3.977,5.218999999999999,22.186999999999998,Missouri,5.0,0.0
Coos,66.0,3.0,66.0,0.38,0.23,31589.0,25904.0,7494.0,2.089,2.548,8.807,0.095,0.11599999999999999,0.4,2.089,2.548,8.807,New Hampshire,2.0,0.0
Coos,166.0,12.0,218.0,0.49,0.51,64389.0,51392.0,16626.0,2.5780000000000003,3.23,9.984,0.18600000000000003,0.233,0.722,3.386,4.242,13.112,Oregon,3.0,0.0
Copiah,25.0,0.0,25.0,0.6,0.0,28543.0,20917.0,5035.0,0.8759999999999999,1.195,4.965,0.0,0.0,0.0,0.8759999999999999,1.195,4.965,Mississippi,52.0,1.0
Corson,0.0,0.0,12.0,0.0,0.0,4165.0,2512.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8810000000000002,4.777,25.478,South Dakota,1.0,0.0
Cortland,103.0,12.0,162.0,0.32,0.57,47823.0,35721.0,7890.0,2.154,2.883,13.054,0.251,0.336,1.521,3.387,4.535,20.531999999999996,New York,25.0,0.0
Coryell,25.0,4.0,25.0,0.31,0.0,74808.0,55935.0,7669.0,0.33399999999999996,0.447,3.26,0.053,0.07200000000000001,0.522,0.33399999999999996,0.447,3.26,Texas,86.0,1.0
Coshocton,56.0,7.0,56.0,0.31,0.34,36629.0,27200.0,7131.0,1.5290000000000001,2.059,7.853,0.191,0.257,0.982,1.5290000000000001,2.059,7.853,Ohio,16.0,0.0
Cottonwood,26.0,0.0,26.0,0.19,0.0,11277.0,8301.0,2572.0,2.306,3.1319999999999997,10.109,0.0,0.0,0.0,2.306,3.1319999999999997,10.109,Minnesota,6.0,0.0
Covington,128.0,13.0,187.0,0.32,0.68,36986.0,28151.0,7790.0,3.4610000000000003,4.547,16.430999999999997,0.35100000000000003,0.462,1.669,5.056,6.643,24.005,Alabama,27.0,0.0
Covington,25.0,0.0,35.0,0.57,0.0,18853.0,13769.0,3185.0,1.3259999999999998,1.8159999999999998,7.849,0.0,0.0,0.0,1.8559999999999999,2.542,10.989,Mississippi,38.0,0.0
Coweta,250.0,23.0,254.0,0.75,0.62,145864.0,106669.0,20242.0,1.714,2.344,12.350999999999999,0.158,0.21600000000000003,1.136,1.7409999999999999,2.381,12.548,Georgia,168.0,4.0
Cowley,53.0,4.0,74.0,0.37,0.21,35218.0,25720.0,6420.0,1.505,2.061,8.255,0.114,0.156,0.623,2.101,2.877,11.526,Kansas,1.0,1.0
Cowlitz,166.0,18.0,346.0,0.53,0.37,108987.0,81656.0,20626.0,1.5230000000000001,2.033,8.048,0.165,0.22,0.873,3.175,4.237,16.775,Washington,35.0,0.0
Craig,35.0,0.0,55.0,0.23,0.0,14306.0,10829.0,2800.0,2.447,3.2319999999999998,12.5,0.0,0.0,0.0,3.845,5.079,19.643,Oklahoma,8.0,0.0
Craighead,589.0,66.0,746.0,0.7,0.71,108558.0,77967.0,15030.0,5.426,7.553999999999999,39.188,0.608,0.847,4.391,6.872000000000001,9.568,49.63399999999999,Arkansas,49.0,1.0
Crane,25.0,0.0,25.0,0.07,0.0,4794.0,3248.0,572.0,5.215,7.697,43.706,0.0,0.0,0.0,5.215,7.697,43.706,Texas,2.0,0.0
Craven,286.0,72.0,350.0,0.62,0.75,102912.0,78127.0,19600.0,2.779,3.661,14.592,0.7,0.922,3.673,3.4010000000000002,4.48,17.857,North Carolina,36.0,4.0
Crawford,39.0,8.0,103.0,0.2,0.07,63406.0,46448.0,10547.0,0.615,0.84,3.698,0.126,0.172,0.759,1.624,2.218,9.766,Arkansas,4.0,0.0
Crawford,25.0,0.0,25.0,0.23,0.0,17158.0,12337.0,3006.0,1.4569999999999999,2.026,8.317,0.0,0.0,0.0,1.4569999999999999,2.026,8.317,Iowa,6.0,1.0
Crawford,25.0,0.0,63.0,0.4,0.0,18807.0,14685.0,3557.0,1.329,1.702,7.028,0.0,0.0,0.0,3.35,4.29,17.712,Illinois,8.0,0.0
Crawford,89.0,12.0,100.0,0.35,0.41,39019.0,28789.0,6055.0,2.281,3.091,14.699000000000002,0.308,0.41700000000000004,1.982,2.563,3.4739999999999998,16.515,Kansas,6.0,1.0
Crawford,49.0,6.0,71.0,0.4,0.52,13901.0,11170.0,3570.0,3.525,4.387,13.725,0.43200000000000005,0.537,1.681,5.1080000000000005,6.356,19.887999999999998,Michigan,32.0,2.0
Crawford,25.0,0.0,35.0,0.58,0.0,23957.0,18030.0,4711.0,1.044,1.3869999999999998,5.307,0.0,0.0,0.0,1.4609999999999999,1.9409999999999998,7.428999999999999,Missouri,5.0,0.0
Crawford,50.0,9.0,75.0,0.44,0.45,41550.0,31725.0,8722.0,1.203,1.5759999999999998,5.733,0.217,0.284,1.032,1.805,2.364,8.599,Ohio,36.0,0.0
Crawford,170.0,16.0,283.0,0.44,0.44,85063.0,65007.0,17503.0,1.999,2.615,9.713,0.188,0.24600000000000002,0.914,3.327,4.353,16.169,Pennsylvania,17.0,0.0
Crawford,24.0,0.0,25.0,0.4,0.0,16291.0,12620.0,3786.0,1.473,1.902,6.3389999999999995,0.0,0.0,0.0,1.535,1.9809999999999999,6.603,Wisconsin,3.0,0.0
Creek,95.0,0.0,95.0,0.32,0.0,71604.0,52832.0,12638.0,1.327,1.798,7.517,0.0,0.0,0.0,1.327,1.798,7.517,Oklahoma,70.0,4.0
Crenshaw,29.0,0.0,93.0,0.12,0.0,13824.0,10378.0,2629.0,2.0980000000000003,2.7939999999999996,11.030999999999999,0.0,0.0,0.0,6.727,8.961,35.375,Alabama,6.0,0.0
Crisp,65.0,16.0,73.0,0.54,0.63,22601.0,16652.0,4217.0,2.8760000000000003,3.903,15.414000000000001,0.708,0.961,3.7939999999999996,3.23,4.3839999999999995,17.311,Georgia,130.0,2.0
Crittenden,52.0,0.0,54.0,0.29,0.0,48342.0,34014.0,6838.0,1.0759999999999998,1.5290000000000001,7.605,0.0,0.0,0.0,1.117,1.588,7.897,Arkansas,147.0,5.0
Crittenden,48.0,0.0,48.0,0.17,0.0,8915.0,6766.0,1852.0,5.3839999999999995,7.093999999999999,25.918000000000003,0.0,0.0,0.0,5.3839999999999995,7.093999999999999,25.918000000000003,Kentucky,3.0,1.0
Crook,16.0,0.0,16.0,0.46,0.0,23867.0,18723.0,5944.0,0.67,0.855,2.6919999999999997,0.0,0.0,0.0,0.67,0.855,2.6919999999999997,Oregon,1.0,0.0
Crook,16.0,0.0,16.0,0.15,0.0,7450.0,5510.0,1537.0,2.148,2.904,10.41,0.0,0.0,0.0,2.148,2.904,10.41,Wyoming,4.0,0.0
Crosby,25.0,0.0,25.0,0.07,0.0,5779.0,4089.0,1081.0,4.3260000000000005,6.114,23.127,0.0,0.0,0.0,4.3260000000000005,6.114,23.127,Texas,1.0,1.0
Cross,15.0,0.0,25.0,0.58,0.0,16676.0,12381.0,3130.0,0.899,1.212,4.792,0.0,0.0,0.0,1.499,2.019,7.987,Arkansas,9.0,0.0
Crow Wing,152.0,16.0,204.0,0.43,0.34,64889.0,49621.0,14549.0,2.342,3.063,10.447000000000001,0.247,0.322,1.1,3.1439999999999997,4.111000000000001,14.022,Minnesota,20.0,0.0
Culberson,14.0,0.0,14.0,0.2,0.0,2204.0,1658.0,473.0,6.352,8.443999999999999,29.598000000000003,0.0,0.0,0.0,6.352,8.443999999999999,29.598000000000003,,,
Cullman,185.0,12.0,185.0,0.49,0.69,83442.0,62910.0,15446.0,2.217,2.9410000000000003,11.977,0.14400000000000002,0.191,0.777,2.217,2.9410000000000003,11.977,Alabama,44.0,0.0
Culpeper,70.0,6.0,70.0,0.47,0.43,51859.0,37785.0,8159.0,1.35,1.8530000000000002,8.579,0.11599999999999999,0.159,0.735,1.35,1.8530000000000002,8.579,Virginia,65.0,1.0
Cumberland,25.0,0.0,25.0,0.32,0.0,6659.0,5088.0,1456.0,3.7539999999999996,4.914,17.17,0.0,0.0,0.0,3.7539999999999996,4.914,17.17,Kentucky,4.0,0.0
Cumberland,985.0,72.0,1121.0,0.7,0.73,293557.0,231364.0,54161.0,3.355,4.257,18.187,0.245,0.311,1.329,3.819,4.845,20.698,Maine,395.0,18.0
Cumberland,788.0,56.0,838.0,0.84,0.7,332330.0,240124.0,39617.0,2.371,3.282,19.89,0.16899999999999998,0.233,1.4140000000000001,2.522,3.49,21.153000000000002,North Carolina,129.0,6.0
Cumberland,321.0,36.0,522.0,0.76,0.65,150972.0,111503.0,23053.0,2.126,2.8789999999999996,13.924000000000001,0.23800000000000002,0.32299999999999995,1.5619999999999998,3.458,4.681,22.643,New Jersey,382.0,5.0
Cumberland,1092.0,74.0,1935.0,0.74,0.79,251423.0,192673.0,46545.0,4.343,5.667999999999999,23.461,0.294,0.384,1.59,7.696000000000001,10.043,41.573,Pennsylvania,207.0,6.0
Cumberland,73.0,12.0,189.0,0.72,0.74,59673.0,48246.0,18307.0,1.2229999999999999,1.5130000000000001,3.988,0.201,0.249,0.655,3.167,3.917,10.324000000000002,Tennessee,60.0,0.0
Cuming,25.0,0.0,25.0,0.2,0.0,8940.0,6528.0,1965.0,2.7960000000000003,3.83,12.722999999999999,0.0,0.0,0.0,2.7960000000000003,3.83,12.722999999999999,Nebraska,2.0,0.0
Curry,106.0,8.0,106.0,0.34,0.45,49437.0,35055.0,6202.0,2.144,3.0239999999999996,17.090999999999998,0.162,0.228,1.29,2.144,3.0239999999999996,17.090999999999998,New Mexico,10.0,0.0
Curry,16.0,0.0,24.0,0.31,0.0,22813.0,19198.0,7800.0,0.701,0.833,2.051,0.0,0.0,0.0,1.052,1.25,3.077,Oregon,4.0,0.0
Custer,25.0,4.0,25.0,0.59,0.5,11586.0,8817.0,2313.0,2.158,2.835,10.808,0.345,0.45399999999999996,1.729,2.158,2.835,10.808,,,
Custer,35.0,0.0,35.0,0.13,0.0,10840.0,8037.0,2431.0,3.2289999999999996,4.355,14.397,0.0,0.0,0.0,3.2289999999999996,4.355,14.397,Nebraska,20.0,2.0
Custer,70.0,4.0,80.0,0.19,0.0,29036.0,20579.0,4018.0,2.411,3.4019999999999997,17.422,0.138,0.19399999999999998,0.996,2.755,3.887,19.91,Oklahoma,10.0,0.0
Custer,11.0,0.0,11.0,0.32,0.0,8726.0,7280.0,2621.0,1.261,1.511,4.197,0.0,0.0,0.0,1.261,1.511,4.197,,,
Cuyahoga,5359.0,680.0,7637.0,0.67,0.76,1243857.0,956469.0,225983.0,4.308,5.603,23.714000000000002,0.547,0.711,3.009,6.14,7.985,33.795,Ohio,1713.0,79.0
Dade,36.0,0.0,36.0,0.0,0.0,16226.0,12487.0,3132.0,2.219,2.883,11.494000000000002,0.0,0.0,0.0,2.219,2.883,11.494000000000002,Georgia,15.0,1.0
Dakota,237.0,16.0,265.0,0.65,0.84,425423.0,312519.0,60282.0,0.557,0.758,3.932,0.038,0.051,0.265,0.623,0.848,4.396,Minnesota,130.0,6.0
Dale,77.0,6.0,89.0,0.28,0.24,48956.0,36652.0,8270.0,1.5730000000000002,2.101,9.311,0.12300000000000001,0.16399999999999998,0.726,1.818,2.428,10.762,Alabama,22.0,0.0
Dallas,109.0,23.0,175.0,0.43,0.7,38310.0,28198.0,6921.0,2.845,3.866,15.749,0.6,0.816,3.323,4.5680000000000005,6.206,25.285,Alabama,30.0,2.0
Dallas,22.0,0.0,25.0,0.08,0.0,7182.0,5507.0,1665.0,3.063,3.995,13.213,0.0,0.0,0.0,3.4810000000000003,4.54,15.015,Arkansas,1.0,0.0
Dallas,25.0,0.0,25.0,0.08,0.0,90180.0,63261.0,10813.0,0.27699999999999997,0.395,2.312,0.0,0.0,0.0,0.27699999999999997,0.395,2.312,Iowa,59.0,0.0
Dallas,7459.0,613.0,9374.0,0.66,0.71,2637772.0,1880155.0,283154.0,2.8280000000000003,3.967,26.343000000000004,0.23199999999999998,0.326,2.165,3.554,4.986000000000001,33.106,Texas,2683.0,65.0
Dane,1734.0,39.0,2097.0,0.73,0.54,542364.0,414506.0,74433.0,3.197,4.183,23.296,0.07200000000000001,0.094,0.524,3.866,5.059,28.173000000000002,Wisconsin,386.0,20.0
Daniels,25.0,0.0,25.0,0.83,0.0,1747.0,1350.0,463.0,14.31,18.519000000000002,53.996,0.0,0.0,0.0,14.31,18.519000000000002,53.996,,,
Danville,367.0,34.0,367.0,0.58,0.57,40693.0,30821.0,8518.0,9.019,11.907,43.085,0.836,1.103,3.992,9.019,11.907,43.085,,,
Dare,21.0,0.0,21.0,0.36,0.0,36501.0,28968.0,7819.0,0.575,0.725,2.6860000000000004,0.0,0.0,0.0,0.575,0.725,2.6860000000000004,North Carolina,11.0,1.0
Darke,40.0,6.0,104.0,0.3,0.48,51323.0,38024.0,10078.0,0.779,1.052,3.969,0.11699999999999999,0.158,0.595,2.026,2.735,10.32,Ohio,62.0,11.0
