county_x,staffed_all_beds,staffed_icu_beds,licensed_all_beds,all_bed_occupancy_rate,icu_bed_occupancy_rate,population,population_20,population_65,staffed_all_beds_[per_1000_people],staffed_all_beds_[per_1000_adults_20+],staffed_all_beds_[per_1000_elderly_65+],staffed_icu_beds_[per_1000_people],staffed_icu_beds_[per_1000_adults_20+],staffed_icu_beds_[per_1000_elderly_65+],licensed_all_beds_per_1000_people,licensed_all_beds_[per_1000_adults_20+],licensed_all_beds_[per_1000_elderly_65+],state,cases,deaths
Mahoning,676.0,67.0,1145.0,0.67,0.85,229642.0,178295.0,48145.0,2.944,3.7910000000000004,14.040999999999999,0.292,0.376,1.392,4.986000000000001,6.422000000000001,23.781999999999996,Ohio,635.0,56.0
Major,25.0,0.0,25.0,0.08,0.0,7644.0,5547.0,1600.0,3.2710000000000004,4.507,15.625,0.0,0.0,0.0,3.2710000000000004,4.507,15.625,Oklahoma,2.0,1.0
Malheur,44.0,8.0,49.0,0.34,0.38,30725.0,21862.0,5056.0,1.432,2.013,8.703,0.26,0.366,1.5819999999999999,1.595,2.241,9.691,Oregon,5.0,0.0
Manassas,94.0,11.0,130.0,0.65,0.77,41641.0,29458.0,4320.0,2.2569999999999997,3.1910000000000003,21.759,0.264,0.373,2.546,3.122,4.413,30.093000000000004,,,
Manatee,867.0,98.0,895.0,0.62,0.53,394855.0,315673.0,108173.0,2.1959999999999997,2.747,8.015,0.248,0.31,0.9059999999999999,2.267,2.835,8.274,Florida,445.0,34.0
Manatí,400.0,26.0,553.0,0.73,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Manistee,45.0,0.0,45.0,0.21,0.0,24528.0,19807.0,6318.0,1.835,2.272,7.122999999999999,0.0,0.0,0.0,1.835,2.272,7.122999999999999,Michigan,11.0,0.0
Manitowoc,127.0,16.0,236.0,0.31,0.3,79074.0,61153.0,16193.0,1.6059999999999999,2.077,7.843,0.20199999999999999,0.262,0.988,2.985,3.859,14.574000000000002,Wisconsin,7.0,0.0
Marathon,338.0,52.0,440.0,0.71,0.48,135428.0,101708.0,23980.0,2.496,3.323,14.095,0.384,0.511,2.168,3.2489999999999997,4.3260000000000005,18.349,Wisconsin,17.0,1.0
Marengo,37.0,5.0,99.0,0.44,0.51,19066.0,14322.0,3737.0,1.9409999999999998,2.583,9.901,0.262,0.349,1.338,5.192,6.912000000000001,26.491999999999997,Alabama,40.0,3.0
Maricopa,10140.0,922.0,11872.0,0.64,0.58,4410824.0,3241332.0,669285.0,2.299,3.128,15.15,0.209,0.284,1.3780000000000001,2.6919999999999997,3.6630000000000003,17.738,Arizona,2846.0,97.0
Marin,481.0,66.0,481.0,0.5,0.83,259666.0,202554.0,57943.0,1.8519999999999999,2.375,8.301,0.254,0.326,1.139,1.8519999999999999,2.375,8.301,California,203.0,11.0
Marinette,55.0,10.0,99.0,0.51,0.45,40434.0,31888.0,9622.0,1.36,1.725,5.716,0.247,0.314,1.0390000000000001,2.448,3.105,10.289000000000001,Wisconsin,6.0,1.0
Marion,97.0,8.0,120.0,0.2,0.0,29763.0,22949.0,6321.0,3.259,4.227,15.345999999999998,0.26899999999999996,0.349,1.266,4.032,5.229,18.984,Alabama,65.0,5.0
Marion,817.0,110.0,1004.0,0.69,0.38,359977.0,286493.0,104178.0,2.27,2.852,7.8420000000000005,0.306,0.384,1.056,2.7889999999999997,3.5039999999999996,9.637,Florida,130.0,3.0
Marion,50.0,3.0,50.0,0.43,0.07,33407.0,24364.0,5957.0,1.4969999999999999,2.052,8.392999999999999,0.09,0.12300000000000001,0.504,1.4969999999999999,2.052,8.392999999999999,Iowa,5.0,0.0
Marion,107.0,9.0,149.0,0.43,0.45,37620.0,28157.0,7408.0,2.844,3.8,14.444,0.239,0.32,1.215,3.9610000000000003,5.292000000000001,20.113,Illinois,24.0,0.0
Marion,4095.0,453.0,4310.0,0.67,0.76,954670.0,697034.0,120358.0,4.289,5.875,34.023,0.475,0.65,3.764,4.515,6.183,35.81,Indiana,4263.0,214.0
Marion,25.0,0.0,25.0,0.23,0.0,11950.0,9043.0,2783.0,2.092,2.765,8.982999999999999,0.0,0.0,0.0,2.092,2.765,8.982999999999999,Kansas,5.0,0.0
Marion,63.0,6.0,75.0,0.13,0.3,19404.0,14273.0,3186.0,3.247,4.414,19.774,0.309,0.42,1.883,3.865,5.255,23.54,Kentucky,13.0,0.0
Marion,86.0,8.0,99.0,0.51,0.61,28592.0,21172.0,5168.0,3.008,4.062,16.641,0.28,0.37799999999999995,1.548,3.463,4.676,19.156,Missouri,4.0,0.0
Marion,49.0,6.0,49.0,0.37,0.09,24715.0,18499.0,4591.0,1.983,2.6489999999999996,10.673,0.243,0.324,1.307,1.983,2.6489999999999996,10.673,Mississippi,48.0,2.0
Marion,174.0,15.0,174.0,0.39,0.47,65256.0,50279.0,11578.0,2.6660000000000004,3.4610000000000003,15.029000000000002,0.23,0.298,1.296,2.6660000000000004,3.4610000000000003,15.029000000000002,Ohio,2137.0,3.0
Marion,1067.0,68.0,1120.0,0.8,0.81,346868.0,252370.0,54349.0,3.076,4.228,19.632,0.196,0.26899999999999996,1.251,3.2289999999999996,4.438,20.608,Oregon,388.0,14.0
Marion,94.0,10.0,124.0,0.23,0.35,31039.0,23292.0,6162.0,3.028,4.0360000000000005,15.255,0.322,0.429,1.6230000000000002,3.995,5.324,20.123,South Carolina,22.0,1.0
Marion,0.0,0.0,68.0,0.0,0.0,28575.0,21962.0,5737.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,3.096,11.853,Tennessee,28.0,1.0
Marion,89.0,14.0,207.0,0.29,0.27,56097.0,43111.0,10963.0,1.587,2.064,8.118,0.25,0.325,1.2770000000000001,3.69,4.802,18.882,West Virginia,43.0,2.0
Mariposa,18.0,0.0,18.0,0.71,0.0,17471.0,14385.0,4882.0,1.03,1.251,3.687,0.0,0.0,0.0,1.03,1.251,3.687,,,
Marquette,263.0,30.0,263.0,0.43,0.8,66516.0,51804.0,12719.0,3.9539999999999997,5.077,20.678,0.451,0.579,2.359,3.9539999999999997,5.077,20.678,Michigan,35.0,6.0
Marshall,204.0,20.0,294.0,0.51,0.72,96109.0,69982.0,16375.0,2.123,2.915,12.458,0.20800000000000002,0.28600000000000003,1.2209999999999999,3.0589999999999997,4.2010000000000005,17.954,Alabama,241.0,4.0
Marshall,41.0,0.0,125.0,0.4,0.0,39981.0,28889.0,7272.0,1.025,1.419,5.638,0.0,0.0,0.0,3.1260000000000003,4.327,17.189,Iowa,239.0,0.0
Marshall,157.0,7.0,157.0,0.58,0.5,46248.0,33550.0,8261.0,3.395,4.68,19.005,0.151,0.209,0.847,3.395,4.68,19.005,Indiana,26.0,1.0
Marshall,23.0,0.0,25.0,0.45,0.0,9722.0,7208.0,2112.0,2.366,3.1910000000000003,10.89,0.0,0.0,0.0,2.571,3.468,11.837,,,
Marshall,25.0,4.0,25.0,0.32,0.34,31191.0,24169.0,6809.0,0.802,1.034,3.6719999999999997,0.128,0.166,0.5870000000000001,0.802,1.034,3.6719999999999997,Kentucky,20.0,0.0
Marshall,12.0,0.0,12.0,0.22,0.0,9390.0,7055.0,2016.0,1.278,1.7009999999999998,5.952000000000001,0.0,0.0,0.0,1.278,1.7009999999999998,5.952000000000001,Minnesota,1.0,0.0
Marshall,27.0,0.0,40.0,0.2,0.0,35451.0,27051.0,6214.0,0.762,0.998,4.345,0.0,0.0,0.0,1.128,1.479,6.437,Mississippi,39.0,2.0
Marshall,21.0,0.0,25.0,0.21,0.0,16806.0,12549.0,3650.0,1.25,1.673,5.752999999999999,0.0,0.0,0.0,1.4880000000000002,1.992,6.849,Oklahoma,2.0,0.0
Marshall,20.0,0.0,20.0,0.11,0.0,5112.0,3834.0,1033.0,3.912,5.216,19.361,0.0,0.0,0.0,3.912,5.216,19.361,South Dakota,1.0,0.0
Marshall,25.0,0.0,25.0,0.07,0.0,33683.0,25024.0,5430.0,0.742,0.9990000000000001,4.604,0.0,0.0,0.0,0.742,0.9990000000000001,4.604,Tennessee,24.0,1.0
Marshall,59.0,9.0,70.0,0.29,0.38,30785.0,24278.0,6886.0,1.9169999999999998,2.43,8.568,0.292,0.371,1.307,2.274,2.883,10.166,West Virginia,8.0,0.0
Martin,643.0,74.0,845.0,0.66,0.4,160912.0,131772.0,49690.0,3.9960000000000004,4.88,12.94,0.46,0.562,1.489,5.251,6.412999999999999,17.005,Florida,161.0,4.0
Martin,55.0,0.0,57.0,0.24,0.0,19785.0,15097.0,4650.0,2.78,3.6430000000000002,11.828,0.0,0.0,0.0,2.8810000000000002,3.7760000000000002,12.258,Minnesota,41.0,4.0
Martin,43.0,6.0,49.0,0.27,0.26,22671.0,17614.0,5246.0,1.8969999999999998,2.441,8.197000000000001,0.265,0.341,1.1440000000000001,2.161,2.782,9.34,North Carolina,11.0,0.0
Martin,18.0,0.0,18.0,0.25,0.0,5753.0,3805.0,648.0,3.1289999999999996,4.731,27.778000000000002,0.0,0.0,0.0,3.1289999999999996,4.731,27.778000000000002,Texas,2.0,0.0
Martinsville,0.0,0.0,223.0,0.0,0.0,12902.0,9443.0,2442.0,0.0,0.0,0.0,0.0,0.0,0.0,17.284000000000002,23.615,91.319,,,
Mason,25.0,0.0,25.0,0.12,0.0,13565.0,10462.0,3011.0,1.8430000000000002,2.39,8.302999999999999,0.0,0.0,0.0,1.8430000000000002,2.39,8.302999999999999,Illinois,6.0,0.0
Mason,100.0,5.0,100.0,0.19,0.78,17150.0,12760.0,3147.0,5.831,7.837000000000001,31.776,0.292,0.392,1.589,5.831,7.837000000000001,31.776,Kentucky,6.0,0.0
Mason,45.0,6.0,45.0,0.43,0.49,29100.0,22640.0,6854.0,1.546,1.9880000000000002,6.566,0.20600000000000002,0.265,0.875,1.546,1.9880000000000002,6.566,Michigan,5.0,0.0
Mason,25.0,6.0,68.0,0.52,0.41,65507.0,51577.0,14936.0,0.382,0.485,1.6740000000000002,0.092,0.11599999999999999,0.402,1.038,1.318,4.553,Washington,22.0,0.0
Mason,94.0,5.0,201.0,0.17,0.33,26718.0,20645.0,5583.0,3.5180000000000002,4.553,16.837,0.187,0.242,0.8959999999999999,7.523,9.736,36.001999999999995,West Virginia,10.0,0.0
Massac,25.0,0.0,25.0,0.4,0.0,14080.0,10702.0,2957.0,1.776,2.336,8.455,0.0,0.0,0.0,1.776,2.336,8.455,Illinois,3.0,0.0
Matagorda,63.0,6.0,75.0,0.28,0.47,36552.0,26369.0,6221.0,1.724,2.3890000000000002,10.127,0.16399999999999998,0.228,0.9640000000000001,2.052,2.844,12.056,Texas,57.0,3.0
Matanuska-Susitna,74.0,14.0,125.0,0.72,0.33,107610.0,76265.0,12814.0,0.688,0.97,5.775,0.13,0.184,1.093,1.162,1.639,9.755,,,
Maui,247.0,20.0,247.0,0.68,0.86,167207.0,127653.0,30566.0,1.4769999999999999,1.935,8.081,0.12,0.157,0.654,1.4769999999999999,1.935,8.081,Hawaii,110.0,5.0
Maury,265.0,65.0,265.0,0.55,0.89,94340.0,70411.0,15014.0,2.8089999999999997,3.764,17.65,0.6890000000000001,0.9229999999999999,4.329,2.8089999999999997,3.764,17.65,Tennessee,34.0,1.0
Maverick,86.0,10.0,101.0,0.5,0.69,58485.0,38174.0,6916.0,1.47,2.253,12.435,0.171,0.262,1.446,1.7269999999999999,2.6460000000000004,14.604000000000001,Texas,15.0,0.0
Mayagüez,468.0,44.0,571.0,0.58,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mayes,24.0,0.0,48.0,0.13,0.0,41107.0,30527.0,7576.0,0.584,0.7859999999999999,3.168,0.0,0.0,0.0,1.168,1.5719999999999998,6.336,Oklahoma,19.0,3.0
McClain,39.0,0.0,39.0,0.11,0.0,39985.0,28849.0,6194.0,0.975,1.3519999999999999,6.296,0.0,0.0,0.0,0.975,1.3519999999999999,6.296,Oklahoma,25.0,0.0
McCone,30.0,0.0,30.0,0.53,0.0,1675.0,1306.0,438.0,17.91,22.971,68.493,0.0,0.0,0.0,17.91,22.971,68.493,,,
McCracken,536.0,58.0,708.0,0.44,0.55,65346.0,49454.0,12940.0,8.202,10.838,41.422,0.888,1.173,4.482,10.835,14.315999999999999,54.714,Kentucky,30.0,2.0
McCulloch,14.0,0.0,25.0,0.22,0.0,7987.0,6014.0,1778.0,1.7530000000000001,2.3280000000000003,7.874,0.0,0.0,0.0,3.13,4.157,14.061,Texas,3.0,0.0
McCurtain,77.0,6.0,77.0,0.1,0.0,32703.0,23702.0,5961.0,2.355,3.2489999999999997,12.917,0.183,0.253,1.0070000000000001,2.355,3.2489999999999997,12.917,Oklahoma,8.0,0.0
McDonough,45.0,7.0,60.0,0.34,0.28,29955.0,22918.0,5284.0,1.5019999999999998,1.964,8.516,0.23399999999999999,0.305,1.325,2.003,2.6180000000000003,11.355,Illinois,4.0,0.0
McDowell,49.0,9.0,65.0,0.46,0.0,45507.0,35427.0,9317.0,1.077,1.383,5.2589999999999995,0.198,0.254,0.966,1.4280000000000002,1.835,6.976,North Carolina,20.0,0.0
McDowell,49.0,7.0,124.0,0.12,0.26,18223.0,14172.0,3964.0,2.6889999999999996,3.458,12.360999999999999,0.384,0.494,1.766,6.805,8.75,31.281999999999996,West Virginia,6.0,0.0
McDuffie,25.0,0.0,25.0,0.59,0.0,21531.0,15556.0,3777.0,1.161,1.607,6.619,0.0,0.0,0.0,1.161,1.607,6.619,Georgia,37.0,4.0
McHenry,277.0,33.0,462.0,0.62,0.07,308570.0,228548.0,45024.0,0.898,1.212,6.152,0.107,0.14400000000000002,0.733,1.4969999999999999,2.021,10.261,Illinois,399.0,22.0
McIntosh,44.0,0.0,44.0,0.11,0.0,2585.0,2067.0,793.0,17.021,21.287,55.485,0.0,0.0,0.0,17.021,21.287,55.485,North Dakota,1.0,0.0
McKean,138.0,10.0,138.0,0.31,0.01,40968.0,31729.0,7960.0,3.3680000000000003,4.349,17.337,0.244,0.315,1.256,3.3680000000000003,4.349,17.337,Pennsylvania,5.0,0.0
McKenzie,0.0,0.0,24.0,0.0,0.0,13632.0,9065.0,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761,2.648,19.230999999999998,North Dakota,10.0,0.0
McKinley,148.0,5.0,191.0,0.42,0.63,72290.0,49443.0,8969.0,2.0469999999999997,2.9930000000000003,16.500999999999998,0.069,0.10099999999999999,0.557,2.642,3.863,21.296,New Mexico,519.0,7.0
McLean,343.0,30.0,370.0,0.48,0.72,172828.0,127288.0,22860.0,1.985,2.695,15.004000000000001,0.174,0.23600000000000002,1.3119999999999998,2.141,2.907,16.185,Illinois,86.0,3.0
McLean,47.0,0.0,47.0,0.67,0.0,9541.0,7307.0,2248.0,4.926,6.432,20.906999999999996,0.0,0.0,0.0,4.926,6.432,20.906999999999996,North Dakota,3.0,0.0
McLennan,437.0,42.0,521.0,0.71,0.67,254607.0,181413.0,36615.0,1.716,2.4090000000000003,11.935,0.165,0.23199999999999998,1.147,2.046,2.872,14.229000000000001,Texas,81.0,4.0
McLeod,74.0,6.0,115.0,0.41,0.07,35873.0,26882.0,6716.0,2.063,2.753,11.017999999999999,0.16699999999999998,0.223,0.893,3.2060000000000004,4.2780000000000005,17.123,Minnesota,3.0,0.0
McMinn,88.0,4.0,190.0,0.28,0.88,53285.0,40695.0,10458.0,1.651,2.162,8.415,0.075,0.098,0.382,3.5660000000000003,4.669,18.168,Tennessee,6.0,0.0
McPherson,81.0,7.0,95.0,0.2,0.07,28537.0,21252.0,5660.0,2.838,3.8110000000000004,14.311,0.245,0.32899999999999996,1.237,3.3289999999999997,4.47,16.784000000000002,Kansas,19.0,0.0
McPherson,0.0,0.0,6.0,0.0,0.0,2407.0,1772.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4930000000000003,3.386,8.876,,,
Meade,20.0,0.0,20.0,0.1,0.0,4146.0,2963.0,799.0,4.824,6.75,25.031,0.0,0.0,0.0,4.824,6.75,25.031,,,
Meade,79.0,3.0,79.0,0.54,0.03,28294.0,21139.0,4316.0,2.792,3.737,18.304000000000002,0.106,0.142,0.695,2.792,3.737,18.304000000000002,South Dakota,1.0,0.0
Meagher,25.0,0.0,25.0,0.69,0.0,1866.0,1476.0,573.0,13.398,16.938,43.63,0.0,0.0,0.0,13.398,16.938,43.63,Montana,1.0,0.0
Mecklenburg,2409.0,169.0,3283.0,0.79,0.75,1093901.0,808572.0,122549.0,2.202,2.9789999999999996,19.657,0.154,0.209,1.379,3.0010000000000003,4.06,26.789,North Carolina,1284.0,33.0
Mecklenburg,66.0,10.0,99.0,0.6,0.0,30650.0,24388.0,7858.0,2.153,2.7060000000000004,8.399,0.326,0.41,1.273,3.23,4.059,12.599,Virginia,68.0,1.0
Mecosta,49.0,4.0,49.0,0.4,0.49,43545.0,32801.0,7975.0,1.125,1.494,6.144,0.092,0.122,0.502,1.125,1.494,6.144,Michigan,13.0,1.0
Medina,150.0,12.0,191.0,0.51,0.59,179146.0,135168.0,31990.0,0.8370000000000001,1.11,4.689,0.067,0.08900000000000001,0.375,1.0659999999999998,1.413,5.971,Ohio,143.0,12.0
Medina,25.0,0.0,25.0,0.35,0.0,50921.0,37681.0,8489.0,0.491,0.6629999999999999,2.945,0.0,0.0,0.0,0.491,0.6629999999999999,2.945,Texas,17.0,2.0
Meeker,25.0,0.0,35.0,0.3,0.0,23141.0,17054.0,4634.0,1.08,1.466,5.395,0.0,0.0,0.0,1.5119999999999998,2.052,7.553,Minnesota,3.0,0.0
Mendocino,100.0,14.0,142.0,0.66,0.56,87606.0,67013.0,19366.0,1.141,1.492,5.164,0.16,0.209,0.723,1.621,2.119,7.332000000000001,California,5.0,0.0
Merced,242.0,24.0,242.0,0.65,0.53,274765.0,183973.0,30845.0,0.8809999999999999,1.315,7.846,0.087,0.13,0.778,0.8809999999999999,1.315,7.846,California,94.0,3.0
Mercer,22.0,0.0,22.0,0.12,0.0,15601.0,11947.0,3380.0,1.41,1.841,6.5089999999999995,0.0,0.0,0.0,1.41,1.841,6.5089999999999995,Illinois,5.0,0.0
Mercer,25.0,4.0,25.0,0.32,0.07,21774.0,16552.0,4089.0,1.148,1.51,6.114,0.184,0.242,0.978,1.148,1.51,6.114,Kentucky,11.0,0.0
Mercer,13.0,0.0,13.0,0.3,0.0,8267.0,6221.0,1592.0,1.5730000000000002,2.09,8.166,0.0,0.0,0.0,1.5730000000000002,2.09,8.166,,,
Mercer,1231.0,116.0,2219.0,0.8,0.53,369811.0,277874.0,56000.0,3.3289999999999997,4.43,21.982,0.314,0.41700000000000004,2.0709999999999997,6.0,7.986000000000001,39.625,New Jersey,2845.0,145.0
Mercer,42.0,5.0,88.0,0.41,0.51,40959.0,29492.0,7285.0,1.025,1.4240000000000002,5.765,0.122,0.17,0.6859999999999999,2.148,2.984,12.08,Ohio,14.0,1.0
Mercer,404.0,35.0,443.0,0.34,0.4,110683.0,85977.0,23991.0,3.65,4.699,16.84,0.316,0.40700000000000003,1.459,4.002,5.153,18.465,Pennsylvania,59.0,1.0
Mercer,206.0,28.0,419.0,0.64,0.47,59131.0,45581.0,13006.0,3.484,4.519,15.839,0.474,0.614,2.153,7.086,9.192,32.216,West Virginia,9.0,0.0
Meriwether,57.0,0.0,109.0,0.44,0.0,21068.0,16060.0,4290.0,2.7060000000000004,3.549,13.287,0.0,0.0,0.0,5.1739999999999995,6.787000000000001,25.408,Georgia,48.0,0.0
Merrick,20.0,0.0,20.0,0.16,0.0,7733.0,5831.0,1590.0,2.5860000000000003,3.43,12.579,0.0,0.0,0.0,2.5860000000000003,3.43,12.579,Nebraska,9.0,0.0
Merrimack,306.0,18.0,395.0,0.71,0.67,151132.0,117968.0,27566.0,2.025,2.594,11.100999999999999,0.11900000000000001,0.153,0.653,2.614,3.3480000000000003,14.329,New Hampshire,105.0,3.0
Mesa,399.0,44.0,504.0,0.57,0.57,153207.0,115523.0,29238.0,2.6039999999999996,3.4539999999999997,13.647,0.287,0.381,1.505,3.29,4.363,17.238,Colorado,37.0,0.0
Miami,25.0,4.0,25.0,0.36,0.21,35567.0,27289.0,6289.0,0.703,0.9159999999999999,3.975,0.11199999999999999,0.147,0.636,0.703,0.9159999999999999,3.975,Indiana,27.0,0.0
Miami,178.0,106.0,245.0,0.79,0.91,33680.0,24637.0,5631.0,5.285,7.225,31.611,3.147,4.302,18.824,7.274,9.943999999999999,43.50899999999999,Kansas,4.0,0.0
Miami,119.0,10.0,182.0,0.44,0.66,106222.0,79664.0,19773.0,1.12,1.494,6.018,0.094,0.126,0.506,1.713,2.285,9.204,Ohio,134.0,22.0
Miami-Dade,8156.0,652.0,10911.0,0.59,0.72,2761581.0,2139294.0,448112.0,2.9530000000000003,3.812,18.201,0.23600000000000002,0.305,1.455,3.951,5.1,24.349,Florida,10152.0,240.0
Middlesex,209.0,24.0,209.0,0.58,0.77,162682.0,129655.0,33067.0,1.285,1.6119999999999999,6.321000000000001,0.14800000000000002,0.185,0.726,1.285,1.6119999999999999,6.321000000000001,Connecticut,525.0,53.0
Middlesex,3825.0,250.0,4674.0,0.63,0.62,1614714.0,1248903.0,246388.0,2.369,3.063,15.524000000000001,0.155,0.2,1.015,2.895,3.742,18.97,Massachusetts,10094.0,494.0
Middlesex,1762.0,161.0,2366.0,0.69,0.64,829685.0,625945.0,124198.0,2.124,2.815,14.187000000000001,0.19399999999999998,0.257,1.296,2.852,3.78,19.05,New Jersey,9047.0,369.0
Midland,324.0,26.0,324.0,0.51,0.8,83209.0,63475.0,15276.0,3.8939999999999997,5.104,21.21,0.312,0.41,1.702,3.8939999999999997,5.104,21.21,Michigan,47.0,3.0
Midland,399.0,48.0,645.0,0.63,0.0,172578.0,119332.0,17799.0,2.312,3.344,22.416999999999998,0.278,0.402,2.697,3.737,5.405,36.238,Texas,67.0,4.0
Mifflin,109.0,10.0,123.0,0.33,0.31,46222.0,35048.0,10034.0,2.358,3.11,10.863,0.21600000000000003,0.285,0.997,2.661,3.509,12.258,Pennsylvania,22.0,0.0
Milam,0.0,0.0,35.0,0.0,0.0,25131.0,18369.0,5098.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393,1.905,6.865,Texas,12.0,0.0
Millard,37.0,0.0,37.0,0.39,0.0,13006.0,8650.0,2232.0,2.845,4.277,16.577,0.0,0.0,0.0,2.845,4.277,16.577,Utah,5.0,0.0
Mille Lacs,28.0,0.0,28.0,0.27,0.0,26139.0,19291.0,4787.0,1.071,1.4509999999999998,5.849,0.0,0.0,0.0,1.071,1.4509999999999998,5.849,Minnesota,1.0,1.0
Miller,50.0,0.0,62.0,0.62,0.0,43592.0,32340.0,7364.0,1.147,1.546,6.79,0.0,0.0,0.0,1.422,1.9169999999999998,8.419,Arkansas,30.0,1.0
Miller,25.0,0.0,25.0,0.84,0.0,5686.0,4282.0,1264.0,4.397,5.837999999999999,19.778,0.0,0.0,0.0,4.397,5.837999999999999,19.778,Georgia,24.0,0.0
Mills,0.0,0.0,851.0,0.0,0.0,15063.0,11182.0,2774.0,0.0,0.0,0.0,0.0,0.0,0.0,56.496,76.104,306.777,Iowa,2.0,0.0
Milwaukee,3237.0,533.0,4977.0,0.65,0.69,948201.0,694536.0,129003.0,3.4139999999999997,4.6610000000000005,25.092,0.562,0.767,4.132,5.249,7.166,38.58,Wisconsin,2304.0,142.0
Mineral,24.0,0.0,25.0,0.65,0.0,4316.0,3470.0,1247.0,5.561,6.916,19.246,0.0,0.0,0.0,5.792000000000001,7.205,20.048,,,
Mineral,11.0,0.0,35.0,0.62,0.0,4514.0,3548.0,1114.0,2.437,3.1,9.874,0.0,0.0,0.0,7.754,9.865,31.418000000000003,Nevada,1.0,0.0
Mineral,25.0,4.0,25.0,0.24,0.1,26940.0,20768.0,5841.0,0.9279999999999999,1.204,4.28,0.14800000000000002,0.193,0.685,0.9279999999999999,1.204,4.28,West Virginia,10.0,0.0
Mingo,27.0,6.0,76.0,0.15,0.06,23785.0,18028.0,4502.0,1.135,1.4980000000000002,5.997000000000001,0.252,0.33299999999999996,1.3330000000000002,3.195,4.216,16.881,West Virginia,2.0,1.0
Minidoka,16.0,0.0,25.0,0.38,0.0,20825.0,14395.0,3387.0,0.768,1.111,4.724,0.0,0.0,0.0,1.2,1.7369999999999999,7.381,Idaho,7.0,0.0
Minnehaha,1036.0,56.0,1197.0,0.67,0.64,192876.0,139156.0,25229.0,5.371,7.445,41.06399999999999,0.29,0.402,2.22,6.206,8.602,47.445,South Dakota,1555.0,5.0
Mississippi,58.0,5.0,124.0,0.27,0.16,41239.0,29460.0,6100.0,1.406,1.969,9.508,0.121,0.17,0.82,3.0069999999999997,4.209,20.328,Arkansas,9.0,0.0
Missoula,299.0,32.0,404.0,0.56,0.48,118791.0,92581.0,18506.0,2.517,3.23,16.157,0.26899999999999996,0.34600000000000003,1.729,3.4010000000000002,4.364,21.831,Montana,39.0,1.0
Mitchell,25.0,0.0,25.0,0.68,0.0,22192.0,16605.0,3614.0,1.127,1.506,6.917999999999999,0.0,0.0,0.0,1.127,1.506,6.917999999999999,Georgia,280.0,23.0
Mitchell,25.0,0.0,25.0,0.18,0.0,10569.0,7835.0,2236.0,2.365,3.1910000000000003,11.181,0.0,0.0,0.0,2.365,3.1910000000000003,11.181,Iowa,2.0,0.0
Mitchell,16.0,4.0,25.0,1.0,0.33,6150.0,4506.0,1450.0,2.602,3.551,11.034,0.65,0.888,2.759,4.065,5.547999999999999,17.241,Kansas,2.0,0.0
Mitchell,25.0,0.0,46.0,0.47,0.0,15000.0,11984.0,3741.0,1.6669999999999998,2.086,6.683,0.0,0.0,0.0,3.0669999999999997,3.838,12.296,North Carolina,5.0,0.0
Mitchell,25.0,0.0,25.0,0.32,0.0,8145.0,6186.0,1240.0,3.069,4.041,20.160999999999998,0.0,0.0,0.0,3.069,4.041,20.160999999999998,Texas,1.0,0.0
Mobile,1639.0,157.0,2028.0,0.69,0.82,413757.0,306789.0,67041.0,3.9610000000000003,5.3420000000000005,24.448,0.379,0.512,2.342,4.901,6.61,30.25,Alabama,759.0,39.0
Moca,106.0,7.0,106.0,0.49,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Modoc,20.0,0.0,20.0,0.21,0.0,8777.0,6935.0,2358.0,2.279,2.884,8.482000000000001,0.0,0.0,0.0,2.279,2.884,8.482000000000001,,,
Moffat,25.0,0.0,25.0,0.37,0.0,13188.0,9496.0,2020.0,1.896,2.633,12.376,0.0,0.0,0.0,1.896,2.633,12.376,Colorado,6.0,0.0
Mohave,551.0,80.0,610.0,0.44,0.45,209550.0,170170.0,63526.0,2.6289999999999996,3.238,8.674,0.382,0.47,1.2590000000000001,2.911,3.585,9.602,Arizona,62.0,3.0
Monmouth,1643.0,152.0,2180.0,0.65,0.56,621354.0,474627.0,109201.0,2.6439999999999997,3.4619999999999997,15.046,0.245,0.32,1.392,3.508,4.593,19.963,New Jersey,5086.0,251.0
Mono,17.0,2.0,17.0,0.29,0.15,14250.0,11329.0,2253.0,1.193,1.501,7.545,0.14,0.177,0.888,1.193,1.501,7.545,California,24.0,1.0
Monona,25.0,0.0,25.0,0.28,0.0,8679.0,6586.0,2136.0,2.8810000000000002,3.7960000000000003,11.704,0.0,0.0,0.0,2.8810000000000002,3.7960000000000003,11.704,Iowa,7.0,0.0
Monongalia,890.0,119.0,975.0,0.77,0.85,106420.0,83077.0,13448.0,8.363,10.713,66.181,1.1179999999999999,1.432,8.849,9.162,11.735999999999999,72.501,West Virginia,90.0,5.0
Monroe,49.0,8.0,94.0,0.2,0.34,21067.0,15993.0,4275.0,2.326,3.0639999999999996,11.462,0.38,0.5,1.871,4.462,5.877999999999999,21.988000000000003,Alabama,9.0,1.0
